INSTNM,STABBR,ADM_RATE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT
Phagans School of Hair Design,OR,NULL,176,0.6989,0.0739,0.108,0.0341,0.0057,0.0057,0,0,0.0739,NULL,NULL,NULL
Phagans Tigard Beauty School,OR,NULL,27,0.8519,0.1111,0,0,0,0,0,0,0.037,NULL,NULL,NULL
Portland Community College,OR,NULL,29774,0.6143,0.0581,0.1044,0.0627,0.0112,0.0053,0.0459,0.0238,0.0742,12483,3448,8056
Portland State University,OR,0.6117,20085,0.6232,0.0343,0.1009,0.0769,0.0147,0.0075,0.0494,0.0499,0.0432,19843,7878,23088
University of Portland,OR,0.668,3468,0.6401,0.0087,0.0998,0.1024,0.0032,0.0141,0.079,0.0288,0.0239,51036,38670,38670
Reed College,OR,0.4853,1351,0.6077,0.0163,0.1081,0.0511,0.0015,0,0.0807,0.0607,0.074,57701,46010,46010
Rogue Community College,OR,NULL,4596,0.7433,0.0098,0.1286,0.0161,0.0189,0.0052,0.0298,0.0013,0.047,13643,3825,4545
Roseburg Beauty College,OR,NULL,40,0.975,0,0,0,0.025,0,0,0,0,NULL,NULL,NULL
Pioneer Pacific College,OR,NULL,1108,0.8051,0.0208,0.1038,0.0244,0.0181,0.0081,0.0081,0,0.0117,24261,14097,14097
Springfield College of Beauty,OR,NULL,69,0.8406,0.029,0.058,0.0435,0.0145,0.0145,0,0,0,NULL,NULL,NULL
Southern Oregon University,OR,0.7304,4436,0.6569,0.0225,0.0933,0.0228,0.0176,0.0041,0.0449,0.0273,0.1107,18285,7438,19900
Southwestern Oregon Community College,OR,NULL,1633,0.6712,0.0092,0.0882,0.011,0.0337,0.008,0.0429,0.008,0.128,13915,5184,5184
Treasure Valley Community College,OR,NULL,2273,0.6027,0.0145,0.1984,0.011,0.0163,0,0,0.0018,0.1553,13633,5280,5760
Umpqua Community College,OR,NULL,1409,0.8325,0.0099,0.0582,0.0114,0.0213,0.0014,0.0405,0,0.0248,12972,3990,8514
Warner Pacific College,OR,0.5274,501,0.5948,0.0898,0.1118,0.0439,0.004,0.016,0.0798,0,0.0599,30830,19770,19770
Corban University,OR,0.3225,902,0.7849,0.0089,0.0399,0.0211,0.0122,0.0078,0.0632,0.0255,0.0366,38834,27431,27431
Corban University Puget Sound Campus,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
College of Cosmetology,OR,NULL,93,0.7419,0.0215,0.086,0,0.086,0,0.0645,0,0,NULL,NULL,NULL
Everest College-Portland,OR,NULL,227,0.5066,0.1233,0.1718,0.0176,0.0264,0.0352,0.0881,0,0.0308,27177,14256,14256
Western Seminary,OR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Western Seminary-San Jose,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Western Seminary-Sacramento,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Willamette University,OR,0.5784,1970,0.631,0.0178,0.1046,0.0721,0.0162,0.0056,0.0868,0.0112,0.0548,52665,42305,42305
Western Oregon University,OR,0.882,5142,0.6886,0.0352,0.0945,0.0311,0.02,0.0266,0.0047,0.0564,0.0428,21732,8634,21759
University of Western States,OR,NULL,43,0.6047,0,0.093,0.093,0,0.0233,0.0698,0,0.1163,NULL,NULL,NULL
Abington Memorial Hospital Dixon School of Nursing,PA,NULL,224,0.7054,0.1607,0.0446,0.0491,0,0.0045,0.0357,0,0,NULL,NULL,NULL
Jolie Hair and Beauty Academy-Hazleton,PA,NULL,97,0.5464,0.0825,0.3196,0,0,0,0.0206,0,0.0309,NULL,NULL,NULL
Keystone Technical Institute,PA,NULL,313,0.6933,0.099,0.0032,0,0,0,0.016,0,0.1885,NULL,NULL,NULL
Bryn Athyn College of the New Church,PA,0.5177,269,0.6729,0.1413,0.0595,0.0297,0,0.0074,0,0.0892,0,25576,17724,17724
Academy of Vocal Arts,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Albright College,PA,0.6231,2333,0.6215,0.1582,0.0883,0.0257,0.006,0.0004,0.0146,0.0309,0.0544,46170,36660,36660
All-State Career School-Lester,PA,NULL,343,0.1516,0.723,0.0729,0.0029,0,0,0.0029,0.0029,0.0437,NULL,NULL,NULL
Community College of Allegheny County,PA,NULL,17098,0.623,0.1873,0.0095,0.0225,0.0043,0.0007,0.0108,0.0009,0.141,10100,3540,9784
Allegheny College,PA,0.6487,2126,0.802,0.0437,0.0616,0.0254,0.0005,0,0.0405,0.0216,0.0047,50044,39100,39100
The Vision Academy,PA,NULL,59,0.4237,0.0678,0.3729,0.1186,0.0169,0,0,0,0,NULL,NULL,NULL
DeSales University,PA,0.758,2482,0.7575,0.0479,0.0862,0.0226,0.0064,0.002,0,0,0.0774,45331,31250,31250
Altoona Beauty School Inc,PA,NULL,68,0.9412,0.0294,0,0,0,0,0.0147,0,0.0147,NULL,NULL,NULL
Alvernia University,PA,0.7762,2169,0.7045,0.1415,0.0742,0.0143,0.0005,0.0005,0.0161,0.0018,0.0466,39999,29060,29060
Magnolia School,PA,NULL,106,0.5,0.2075,0.1698,0.0472,0,0,0.0283,0,0.0472,NULL,NULL,NULL
American Beauty Academy,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Antonelli Institute,PA,NULL,189,0.7884,0.0899,0.0159,0,0,0,0.1058,0,0,30947,19830,19830
The Art Institutes of York-PA,PA,NULL,462,0.6558,0.1602,0.1082,0.0195,0.0065,0.0022,0.0022,0,0.0455,31192,17344,17344
The Art Institute of Philadelphia,PA,NULL,2494,0.1427,0.1071,0.1271,0.0188,0.0008,0.0016,0.0004,0,0.6014,31690,17920,17920
Career Training Academy-New Kensington,PA,NULL,163,0.865,0.135,0,0,0,0,0,0,0,NULL,NULL,NULL
The Art Institute of Pittsburgh,PA,NULL,1544,0.1716,0.0324,0.0486,0.0045,0,0.0006,0.011,0,0.7312,33201,17632,17632
Automotive Training Center-Exton,PA,NULL,354,0.7034,0.096,0.1695,0.0141,0,0.0028,0.0141,0,0,NULL,NULL,NULL
Baptist Bible College & Seminary of Pennsylvania,PA,0.8576,606,0.8927,0.0264,0.0248,0.0083,0.005,0.0017,0.0149,0.005,0.0215,28001,19710,19710
Community College of Beaver County,PA,NULL,2030,0.8153,0.0833,0.0197,0.0044,0.0025,0.001,0.0202,0,0.0537,11837,4380,12480
Arcadia University,PA,0.5969,2400,0.7338,0.0846,0.0558,0.0463,0.0025,0.0017,0.0354,0.0204,0.0196,48907,36810,36810
Biblical Theological Seminary,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bidwell Training Center Inc,PA,0.8649,159,0.6226,0.3585,0.0063,0,0,0,0,0,0.0126,NULL,NULL,NULL
Bloomsburg University of Pennsylvania,PA,0.8856,9245,0.8133,0.081,0.0463,0.0088,0.0006,0.0008,0.0184,0.0115,0.0194,21732,8582,18706
Bradford School,PA,0.8844,439,0.7882,0.1276,0.0182,0.0068,0,0,0.0433,0,0.0159,23835,15300,15300
Bryn Mawr College,PA,0.3992,1316,0.3739,0.0517,0.095,0.1079,0.0015,0,0.0448,0.2249,0.1003,57586,43900,43900
Bucknell University,PA,0.2951,3498,0.787,0.0323,0.0523,0.0366,0.0003,0,0.032,0.0529,0.0066,59090,46902,46902
Bucks County Community College,PA,NULL,9347,0.6209,0.0456,0.0496,0.0242,0.0089,0.001,0.0228,0.0031,0.2239,11979,3866,10250
Bucks County Community College-Upper Bucks Campus,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3866,10250
Bucks County Community College-Lower Bucks Campus,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3866,10250
Buck's County School of Beauty Culture Inc,PA,NULL,89,0.8539,0.0449,0.0449,0,0.0225,0,0,0.0112,0.0225,NULL,NULL,NULL
Butler Beauty Academy,PA,NULL,52,0.9615,0.0385,0,0,0,0,0,0,0,NULL,NULL,NULL
Butler County Community College,PA,NULL,3286,0.8238,0.028,0.0134,0.0055,0.003,0.0003,0.0113,0.0006,0.1141,7849,3720,9300
Cabrini College,PA,0.7428,1286,0.7154,0.1345,0.0537,0.0124,0.0016,0.0016,0.028,0.0008,0.0521,43541,29000,29000
California University of Pennsylvania,PA,0.9269,6393,0.774,0.0956,0.0282,0.0072,0.0011,0.0011,0.0285,0.007,0.0574,23081,9239,13091
Calvary Baptist Theological Seminary,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cambria-Rowe Business College-Johnstown,PA,NULL,142,0.8803,0.0915,0,0,0.007,0,0.0211,0,0,21896,13130,13130
Carlow University,PA,0.9522,1496,0.5341,0.1965,0.0221,0.0094,0.0033,0,0.0261,0.0013,0.2072,35640,25416,25416
Carnegie Mellon University,PA,0.2549,5834,0.3877,0.0519,0.0754,0.2473,0.0005,0.0002,0.0415,0.1414,0.054,59710,47642,47642
Cedar Crest College,PA,0.588,1252,0.7037,0.0911,0.1254,0.0312,0.0024,0.0032,0.0096,0.0136,0.02,41240,33000,33000
Central Penn College,PA,NULL,1277,0.6437,0.2373,0.0172,0.0117,0.0039,0,0.0031,0,0.083,24548,16167,16167
Chatham University,PA,0.6077,616,0.6786,0.1169,0.0179,0.0227,0.0032,0,0.0341,0.0877,0.039,44591,32454,32454
Chestnut Hill College,PA,0.5785,1510,0.4132,0.3536,0.0742,0.0172,0.0026,0.0046,0.0338,0.0146,0.0861,42663,31170,31170
Cheyney University of Pennsylvania,PA,NULL,1178,0.0102,0.8803,0.0475,0.0008,0.0034,0.0008,0.0357,0,0.0212,21605,8806,13302
Kaplan Career Institute-Franklin Mills,PA,NULL,718,0.3969,0.2939,0.2019,0.039,0,0.0014,0,0,0.0669,NULL,NULL,NULL
Citizens School of Nursing,PA,NULL,181,0.9061,0.0663,0.0166,0.011,0,0,0,0,0,NULL,NULL,NULL
Clarion University of Pennsylvania,PA,0.9348,5046,0.8601,0.065,0.0208,0.0046,0.0014,0.0008,0.0232,0.0063,0.0178,20478,9404,13237
YTI Career Institute-Capital Region,PA,NULL,109,0.8807,0.0183,0.055,0.0092,0,0,0.0275,0,0.0092,NULL,NULL,NULL
Conemaugh Valley Memorial Hospital,PA,1,231,0.961,0.026,0.0087,0,0,0,0.0043,0,0,NULL,NULL,NULL
Consolidated School of Business-York,PA,NULL,107,0.5421,0.243,0.1028,0,0,0,0.0654,0,0.0467,NULL,NULL,NULL
Curtis Institute of Music,PA,0.0484,122,0.3852,0.0246,0.0164,0.2049,0,0,0,0.3689,0,16803,2425,2425
Dean Institute of Technology,PA,NULL,163,0.6442,0.3558,0,0,0,0,0,0,0,24396,13050,13050
Delaware County Community College,PA,NULL,13198,0.5861,0.2797,0.0288,0.0437,0.0024,0.0007,0.0144,0.0152,0.0291,10914,4570,11050
Delaware Valley College,PA,0.6834,1774,0.8072,0.0603,0.0609,0.0073,0.0068,0.0017,0.0073,0.0028,0.0457,44778,32890,32890
Dickinson College,PA,0.4444,2352,0.7615,0.0361,0.0574,0.0238,0.0004,0,0.0306,0.0723,0.0179,58149,46094,46094
The Dickinson School of Law of the Pennsylvania State University,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Douglas Education Center,PA,NULL,271,0.7897,0.0812,0.048,0,0,0,0.0258,0,0.0554,31385,18032,18032
Drexel University,PA,0.815,16257,0.5657,0.064,0.0564,0.1257,0.0015,0.0063,0.0263,0.1273,0.0267,53831,37505,37505
Du Bois Business College-Du Bois,PA,NULL,122,0.9344,0,0.0246,0.0082,0,0.0082,0.0246,0,0,19227,11205,11205
Everest Institute-Pittsburgh,PA,NULL,600,0.305,0.5917,0.0117,0.0083,0.005,0,0.0583,0,0.02,23298,12996,12996
Duquesne University,PA,0.7409,5944,0.8383,0.0421,0.0269,0.0185,0.0013,0.001,0.0217,0.0387,0.0114,42280,31385,31385
East Stroudsburg University of Pennsylvania,PA,0.7844,6109,0.6323,0.0927,0.101,0.0144,0.0021,0.0025,0.0201,0.0054,0.1295,20282,8991,19115
Eastern University,PA,0.6409,2458,0.5395,0.2111,0.1513,0.0199,0.0053,0.0008,0.0037,0.0199,0.0484,39764,28090,28090
Edinboro University of Pennsylvania,PA,0.8735,5756,0.8433,0.0711,0.0297,0.0082,0.0019,0.0005,0.0226,0.017,0.0057,19886,8849,12701
Elizabethtown College,PA,0.6957,1808,0.88,0.0249,0.031,0.0171,0.0039,0.0011,0.0105,0.0315,0,47390,38200,38200
Empire Beauty School-State College,PA,NULL,39,0.8718,0.0769,0,0,0,0,0.0513,0,0,NULL,NULL,NULL
Empire Beauty School-Lebanon,PA,NULL,31,0.871,0.0323,0.0968,0,0,0,0,0,0,NULL,NULL,NULL
Empire Beauty School-York,PA,NULL,135,0.5481,0.2074,0.1704,0.0296,0,0,0.0148,0,0.0296,NULL,NULL,NULL
Empire Beauty School-Lancaster,PA,NULL,112,0.5268,0.1875,0.2679,0,0,0,0.0089,0,0.0089,NULL,NULL,NULL
Empire Beauty School-Williamsport,PA,NULL,46,0.7609,0.1304,0,0,0,0,0.0217,0,0.087,NULL,NULL,NULL
Empire Beauty School-Shamokin Dam,PA,NULL,50,0.88,0.02,0.1,0,0,0,0,0,0,NULL,NULL,NULL
Empire Beauty School-Pottsville,PA,NULL,57,0.8772,0.0351,0.0702,0,0,0,0.0175,0,0,NULL,NULL,NULL
Empire Beauty School-Lehigh Valley,PA,NULL,142,0.4155,0.1831,0.2887,0.007,0.007,0,0.0915,0,0.007,NULL,NULL,NULL
Empire Beauty School-Gwinnett,GA,NULL,169,0.0592,0.8166,0.0769,0.0178,0,0,0.0118,0,0.0178,NULL,NULL,NULL
Empire Beauty School-Wyoming Valley,PA,NULL,182,0.7527,0.0769,0.044,0,0,0,0,0,0.1264,NULL,NULL,NULL
Empire Beauty School-Warminster,PA,NULL,74,0.5811,0.1757,0.1081,0.0135,0,0,0,0,0.1216,NULL,NULL,NULL
Empire Beauty School-Harrisburg,PA,NULL,164,0.3963,0.2805,0.061,0,0,0,0.0732,0,0.189,NULL,NULL,NULL
Empire Beauty School-Reading,PA,NULL,104,0.4231,0.1058,0.4135,0.0096,0,0,0.0385,0,0.0096,NULL,NULL,NULL
Erie Business Center-Erie,PA,0.9514,208,0.6154,0.2981,0.0288,0.0096,0,0.0096,0.0144,0,0.024,14885,10252,10252
Erie Institute of Technology Inc,PA,NULL,216,0.8843,0.0602,0.0185,0.0046,0.0093,0,0.0231,0,0,22890,13770,13770
Evangelical Theological Seminary,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Faith Theological Seminary,MD,NULL,236,0.0678,0.6483,0.0127,0.1356,0,0,0.0085,0.1271,0,NULL,5800,5800
Aria Health School of Nursing,PA,0.875,208,0.75,0.1346,0.0481,0.0288,0,0.0048,0.0048,0,0.0288,20712,13710,13710
Franklin and Marshall College,PA,0.3931,2262,0.6286,0.0451,0.0698,0.0424,0.0009,0,0.0177,0.1295,0.0659,58518,46285,46285
Gannon University,PA,0.8042,2697,0.8098,0.0471,0.0263,0.0152,0.0041,0.0022,0.0108,0.0682,0.0163,37572,27546,27546
Geneva College,PA,0.6802,1532,0.891,0.0646,0.0098,0.0052,0.002,0,0.0209,0.0065,0,34818,25220,25220
Gettysburg College,PA,0.4163,2520,0.8175,0.0274,0.0444,0.0143,0,0,0.025,0.0246,0.0468,55770,45870,45870
Empire Beauty School-Exton,PA,NULL,90,0.6222,0.1444,0.1222,0,0,0.0111,0.0556,0,0.0444,NULL,NULL,NULL
Empire Beauty School-Laurel Springs,NJ,NULL,141,0.3404,0.4752,0.1489,0.0071,0,0,0,0,0.0284,NULL,NULL,NULL
Empire Beauty School-NE Philadelphia,PA,NULL,211,0.2938,0.3697,0.2133,0.0474,0.0095,0.0095,0.0047,0,0.0521,NULL,NULL,NULL
Gratz College,PA,NULL,9,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
Gwynedd Mercy University,PA,0.6591,2031,0.61,0.2477,0.0414,0.0463,0.0039,0,0,0.0034,0.0473,39051,29450,29450
Harcum College,PA,0.6836,1603,0.3444,0.4722,0.1061,0.0187,0.0006,0,0.0168,0.005,0.0362,33543,20660,20660
Harrisburg Area Community College-Harrisburg,PA,NULL,13321,0.6924,0.1284,0.096,0.0288,0.0041,0.0016,0.0181,0.0182,0.0125,14041,5295,10365
Harrisburg Area Community College-Lancaster,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5295,10365
Harrisburg Area Community College-Gettysburg,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5295,10365
Harrisburg Area Community College-Lebanon,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5295,10365
Harrisburg Area Community College-York,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5295,10365
Haverford College,PA,0.2349,1187,0.658,0.064,0.0775,0.0716,0.0025,0,0.0708,0.0556,0,59654,45426,45426
Commonwealth Technical Institute,PA,NULL,206,0.665,0.0922,0.0049,0,0.0049,0,0.0097,0,0.2233,30930,16836,16836
Holy Family University,PA,0.7585,2018,0.5565,0.0728,0.0629,0.0411,0.0015,0.0005,0,0.005,0.2597,31949,27100,27100
Hussian School of Art,PA,0.481,86,0.6512,0.1628,0.1047,0.0698,0,0,0.0116,0,0,20583,14600,14600
Kaplan Career Institute-Pittsburgh,PA,NULL,557,0.4201,0.5296,0.0251,0.0036,0.0036,0.0018,0,0,0.0162,NULL,NULL,NULL
Immaculata University,PA,0.7964,2452,0.7157,0.1692,0.0465,0.0253,0.0016,0.0012,0.0192,0.0069,0.0143,45011,30740,30740
Indiana University of Pennsylvania-Main Campus,PA,0.9049,12405,0.7824,0.1047,0.0307,0.0094,0.0009,0.0002,0.0264,0.0316,0.0136,22936,9080,20216
Jameson Health System,PA,NULL,71,0.9577,0.0282,0,0,0,0.0141,0,0,0,NULL,NULL,NULL
Great Lakes Institute of Technology,PA,NULL,453,0.7395,0.1038,0.0397,0.0132,0,0.0044,0.0508,0,0.0486,NULL,NULL,NULL
Jolie Hair and Beauty Academy-Wilkes-Barre,PA,NULL,193,0.6684,0.1917,0.0933,0.0207,0,0,0.0155,0,0.0104,NULL,NULL,NULL
Johnson College,PA,0.329,427,0.726,0.0468,0.0164,0.0094,0.0023,0.0023,0.0117,0,0.185,23767,17195,17195
Juniata College,PA,0.7409,1503,0.7399,0.0286,0.0379,0.0253,0.0007,0,0.0246,0.0758,0.0672,47269,37170,37170
Keystone College,PA,0.7205,1550,0.7548,0.0529,0.0342,0.0084,0.0039,0.0019,0.0142,0.0058,0.1239,31012,21300,21300
Anthem Institute-Springfield,PA,NULL,223,0.2511,0.4709,0.0673,0.009,0.009,0,0.157,0,0.0359,28583,13458,13458
King's College,PA,0.7151,1987,0.7952,0.0267,0.0689,0.0201,0.0015,0.001,0.0186,0.0015,0.0664,41453,30310,30310
Kittanning Beauty School,PA,NULL,19,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
Kutztown University of Pennsylvania,PA,0.8179,8538,0.8138,0.0703,0.0609,0.0124,0.0015,0.0012,0.0179,0.0086,0.0135,23130,8819,18943
La Roche College,PA,0.5565,1344,0.6533,0.0662,0.0134,0.0082,0,0,0.0104,0.1295,0.119,35493,24778,24778
La Salle University,PA,0.8021,4228,0.5492,0.1895,0.1005,0.0459,0.0031,0.0014,0.0471,0.0163,0.0471,47134,38200,38200
Lackawanna College,PA,NULL,1313,0.6535,0.2003,0.0807,0.0152,0.0023,0,0.0114,0.003,0.0335,20649,12990,12990
Lafayette College,PA,0.3414,2452,0.6782,0.051,0.06,0.0298,0.0012,0.0004,0.0228,0.06,0.0967,57688,44670,44670
Lancaster Bible College,PA,0.5813,1212,0.5635,0.2789,0.0322,0.0248,0.0017,0,0.0272,0.0041,0.0677,27372,18270,18270
Lancaster Theological Seminary,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lancaster School of Cosmetology,PA,NULL,195,0.6769,0.0615,0.1641,0.0154,0,0.0051,0.0308,0,0.0462,NULL,NULL,NULL
Lansdale School of Business,PA,NULL,382,0.7853,0.1178,0.0314,0.0471,0,0.0183,0,0,0,20877,9300,9300
Lansdale School of Cosmetology Inc,PA,NULL,68,0.8529,0.0882,0,0.0294,0,0,0.0294,0,0,NULL,NULL,NULL
Lebanon Valley College,PA,0.6686,1698,0.8516,0.0206,0.0483,0.0159,0.0035,0.0006,0.023,0.0006,0.0359,46169,35700,35700
Lehigh Carbon Community College,PA,NULL,5986,0.6457,0.06,0.1739,0.0175,0.0022,0,0.0309,0.0027,0.0672,8729,3450,9870
Berks Technical Institute,PA,NULL,976,0.4539,0.0574,0.4303,0.0051,0.0061,0,0.0266,0,0.0205,21759,10120,10120
Lehigh University,PA,0.3084,4904,0.6876,0.0336,0.0805,0.0695,0.0006,0,0.0269,0.0681,0.033,55441,43520,43520
Levittown Beauty Academy,PA,NULL,84,0.869,0.0714,0.0595,0,0,0,0,0,0,NULL,NULL,NULL
Lincoln Technical Institute-Allentown,PA,NULL,568,0.5581,0.1391,0.2623,0.0088,0,0.0018,0.0246,0,0.0053,NULL,NULL,NULL
Lincoln Technical Institute-Philadelphia,PA,NULL,273,0.2784,0.4322,0.1758,0.0293,0.0037,0,0.033,0,0.0476,NULL,NULL,NULL
Lincoln University of Pennsylvania,PA,0.6133,1614,0.0105,0.8371,0.0223,0.0012,0.0006,0,0.0149,0.0291,0.0843,22497,9804,15084
Lock Haven University,PA,0.8777,4783,0.8668,0.0782,0.0234,0.0075,0.0021,0,0.0121,0.004,0.0059,19145,8899,17023
St Margaret School of Nursing,PA,0.625,184,0.9348,0.0435,0.0054,0,0,0.0054,0,0,0.0109,NULL,17640,17640
Lutheran Theological Seminary at Gettysburg,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lutheran Theological Seminary at Philadelphia,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Luzerne County Community College,PA,NULL,6070,0.759,0.0433,0.0977,0.0137,0.0015,0.0016,0.01,0.0002,0.073,9879,4140,11400
Lycoming College,PA,0.7162,1288,0.7733,0.0536,0.0349,0.0062,0.0016,0.0008,0.0248,0.0411,0.0637,44256,33746,33746
Erie Business Center-New Castle,PA,NULL,78,0.6154,0.3205,0.0128,0,0,0,0.0513,0,0,11909,6720,6720
Manor College,PA,0.455,816,0.4657,0.3652,0.065,0.0257,0.0037,0.0012,0.0221,0.0012,0.0502,23119,15250,15250
Mansfield University of Pennsylvania,PA,0.9229,2640,0.8114,0.086,0.0273,0.0114,0.003,0.0011,0.0193,0.0106,0.0299,21432,9192,19316
Marywood University,PA,0.713,2034,0.8063,0.0172,0.0506,0.0197,0.0015,0.0015,0.0113,0.0108,0.0811,41657,30690,30690
Vet Tech Institute,PA,NULL,385,0.9065,0.013,0.0442,0.0026,0,0,0.0338,0,0,20387,14520,14520
Roxborough Memorial Hospital School of Nursing,PA,NULL,124,0.6129,0.1855,0.0726,0.129,0,0,0,0,0,NULL,NULL,NULL
Mercyhurst University,PA,0.7536,2679,0.7712,0.0444,0.0213,0.0105,0.0049,0,0,0.0769,0.0709,42367,30300,30300
Messiah College,PA,0.659,2739,0.8613,0.0223,0.0307,0.0175,0,0.0004,0.0288,0.0241,0.015,41341,30470,30470
Metropolitan Career Center Computer Technology Institute,PA,0.8462,96,0.0313,0.8854,0.0625,0.0208,0,0,0,0,0,33375,24194,24194
Millersville University of Pennsylvania,PA,0.7186,7313,0.7824,0.0928,0.0703,0.0227,0.0015,0.0005,0.0206,0.0051,0.004,21756,8866,18990
Misericordia University,PA,0.6489,2362,0.9399,0.014,0.0258,0.0089,0.0013,0.0004,0.0072,0.0013,0.0013,38504,28210,28210
Montgomery County Community College,PA,NULL,11680,0.608,0.1498,0.0556,0.0573,0.0031,0.0024,0.0219,0.0196,0.0824,11472,4590,12690
Moore College of Art and Design,PA,0.5632,437,0.6568,0.1396,0.0595,0.0343,0.0046,0.0046,0.0503,0.0343,0.016,47675,34048,34048
Moravian College,PA,0.7995,1508,0.8117,0.0358,0.0922,0.0146,0.0007,0,0.0239,0.004,0.0172,45863,35518,35518
Mount Aloysius College,PA,0.6876,1571,0.7912,0.0185,0.0095,0.0032,0.0019,0,0,0.0146,0.161,30884,20268,20268
Muhlenberg College,PA,0.4616,2357,0.7709,0.0267,0.0526,0.0293,0.0017,0.0004,0.0157,0.0064,0.0963,53637,42755,42755
Kaplan Career Institute-Philadelphia,PA,NULL,749,0.0614,0.7356,0.1762,0.0093,0,0.0013,0,0,0.016,NULL,NULL,NULL
Neumann University,PA,0.5531,2462,0.5162,0.1807,0.0276,0.0122,0.0012,0.0004,0.0179,0.015,0.2287,37314,24948,24948
New Castle School of Trades,PA,1,856,0.8435,0.1227,0.0199,0,0,0.0012,0,0.0012,0.0117,NULL,NULL,NULL
New Castle School of Trades,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Northampton County Area Community College,PA,NULL,10114,0.6308,0.1119,0.1865,0.0206,0.0032,0.002,0.0198,0.01,0.0153,10525,3690,12000
Northampton County Area Community College-Monroe,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3690,12000
Pittsburgh's Ohio Valley Hospital School of Nursing,PA,NULL,75,1,0,0,0,0,0,0,0,0,16629,13704,13704
Orleans Technical Institute,PA,0.7951,548,0.312,0.427,0.1077,0.0109,0,0.0036,0.0164,0,0.1223,NULL,NULL,NULL
Pennsylvania Academy of Cosmetology Arts and Sciences-Johnstown,PA,NULL,53,0.8679,0.0943,0.0377,0,0,0,0,0,0,NULL,NULL,NULL
Salus University,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania Institute of Technology,PA,NULL,743,0.1373,0.6285,0.0552,0.0175,0.0027,0,0.0242,0,0.1346,16794,12750,12750
Pennsylvania State University-Penn State Erie-Behrend College,PA,0.8408,3797,0.8338,0.0403,0.0298,0.0261,0.0011,0.0005,0.0126,0.0479,0.0079,27759,14240,21302
Pennsylvania State University-Penn State Great Valley,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania State University-College of Medicine,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania State University-Penn State New Kensington,PA,0.7379,615,0.8894,0.0374,0.0098,0.0163,0,0.0016,0.0146,0.0228,0.0081,20315,13412,20018
Pennsylvania State University-Penn State Shenango,PA,0.6943,490,0.8388,0.0755,0.0143,0.0122,0,0.0041,0.0245,0,0.0306,21867,13318,19874
